length_context,length_question,length_entities,entity_num,correct
773,15,8,11,1
1572,20,52,39,0
939,15,20,9,0
981,11,40,53,0
1094,17,23,2,1
474,16,28,43,0
263,17,13,4,1
1250,14,52,203,0
159,14,9,8,1
675,12,12,6,0
1625,6,51,11,0
924,13,38,3,1
1306,8,30,2,1
1625,6,51,6,1
206,13,23,9,1
1587,13,48,20,0
881,16,29,9,1
579,12,16,1,1
816,13,35,5,1
1771,12,31,291,0
873,14,32,1,1
617,18,37,23,0
1121,15,21,18,0
875,13,71,15,0
604,12,15,29,0
1075,12,44,10,1
533,10,14,2,0
721,10,20,8,0
435,11,21,10,0
807,11,10,7,1
354,12,9,1,1
786,3,46,7,1
652,7,38,106,0
820,14,12,3,1
960,8,16,13,0
551,6,23,11,0
188,13,12,0,1
1548,16,46,27,0
1151,6,48,46,0
1090,29,25,37,0
703,12,22,26,0
930,15,35,30,0
527,11,29,54,0
612,14,12,18,0
800,17,29,11,0
660,12,24,0,1
430,11,16,12,0
743,10,43,20,1
1322,9,42,7,1
537,13,18,0,1
506,10,25,21,1
1211,13,52,128,0
1090,7,98,36,0
1025,8,25,4,0
539,11,24,17,0
505,15,18,5,0
1098,13,35,43,0
646,12,29,0,0
527,13,29,5,0
208,4,20,7,1
527,11,29,5,1
911,29,39,26,1
587,10,39,9,0
958,11,24,25,0
1036,12,22,12,1
760,14,15,2,0
364,11,17,1,0
1238,11,49,42,0
512,10,39,39,0
1061,18,16,0,0
283,13,19,4,1
587,18,23,7,0
1605,14,35,4,1
481,11,17,9,0
505,15,18,8,0
107,10,10,11,0
814,16,41,2,1
1569,15,26,2,1
1090,14,25,1,1
483,10,11,8,1
660,12,24,9,1
414,12,10,4,1
303,12,16,5,1
340,9,30,49,0
217,11,19,5,1
661,11,19,21,0
532,14,31,7,1
1146,15,21,8,0
1090,14,25,37,0
617,5,37,11,0
279,9,12,5,0
1164,18,50,31,0
602,21,28,13,0
1278,18,28,1,1
411,13,15,2,1
783,19,19,50,0
1605,15,57,9,0
1416,17,41,16,0
404,13,15,14,1
612,11,22,33,0
1181,16,24,12,1
430,17,32,2,0
802,11,39,3,1
968,16,45,1,1
914,11,23,17,0
695,6,47,0,0
1036,13,13,3,1
619,10,22,24,0
815,12,19,2,1
484,13,20,59,0
721,11,20,69,0
744,13,32,2,1
156,12,12,12,0
779,11,22,3,1
1948,16,38,11,1
1446,14,33,15,0
194,10,14,25,0
751,9,26,8,1
1472,13,29,6,1
1256,13,29,22,0
924,13,38,20,0
872,19,28,0,1
875,12,21,1,1
1483,18,65,0,1
368,12,19,6,1
259,12,9,6,1
428,9,13,3,1
279,9,12,0,1
990,8,30,12,0
399,14,11,13,0
253,16,10,0,1
847,14,16,40,0
1287,10,24,3,1
802,17,25,18,0
1165,12,44,0,0
648,9,29,38,0
283,8,19,3,0
432,12,12,28,0
1024,15,28,7,0
474,15,28,20,0
1339,20,30,20,0
1130,15,29,4,1
850,16,13,23,0
350,11,12,11,0
1272,11,33,13,1
1337,12,58,53,0
206,15,14,7,1
826,23,36,27,0
1259,9,36,15,0
622,17,26,13,0
761,13,20,10,0
506,14,37,43,0
844,14,20,4,1
321,12,15,0,1
451,10,17,18,0
693,12,16,6,1
654,10,18,11,1
137,5,6,24,0
584,11,17,19,0
321,11,14,7,1
1025,8,25,60,0
350,11,12,8,0
453,13,14,9,1
1380,16,38,2,0
520,9,26,5,1
301,9,12,10,0
1197,19,46,25,0
424,12,11,3,0
323,13,13,42,0
1090,28,25,40,0
1402,12,45,144,0
617,12,16,4,1
959,13,15,6,0
1163,22,24,24,0
497,10,23,9,0
617,7,37,15,1
502,8,22,4,0
579,16,16,1,1
1540,12,39,23,0
1086,13,32,157,0
1472,17,29,0,1
979,15,49,78,0
1030,15,33,28,0
882,14,47,29,0
1163,30,24,168,0
745,18,34,7,0
649,14,19,3,1
808,8,26,1,1
108,16,8,2,1
800,15,29,127,0
1445,15,37,3,1
890,9,26,4,1
800,17,29,5,1
235,37,11,28,0
273,15,15,4,0
161,13,9,11,1
301,12,13,0,1
583,12,16,99,0
1717,10,42,9,0
1130,11,25,1,1
563,13,19,2,0
285,13,31,57,0
1121,11,21,8,0
1097,9,41,0,0
661,10,19,4,0
609,7,43,19,0
594,18,13,24,0
571,15,15,8,1
1151,10,48,5,1
378,12,13,2,1
414,12,10,2,0
1478,19,48,146,0
663,12,13,2,1
1026,18,39,5,1
528,10,14,7,0
456,10,25,95,0
1227,24,24,21,0
594,13,13,15,0
534,17,18,1,1
184,6,9,4,1
438,15,22,6,1
382,14,20,14,1
1580,10,45,20,0
910,9,26,5,1
286,15,17,34,0
221,14,10,8,0
1197,19,46,23,0
1438,17,61,4,1
1165,9,42,3,1
1130,20,25,1,1
631,18,17,27,0
1062,10,46,149,0
1382,17,53,254,0
506,10,37,6,0
648,15,17,11,1
968,9,45,8,0
414,13,10,7,0
311,10,13,0,1
663,19,16,80,0
739,13,22,1,1
599,9,33,8,1
997,13,29,3,1
1348,15,23,3,1
175,13,8,5,1
1104,17,17,87,0
952,18,20,8,1
491,14,20,27,0
936,14,12,16,1
691,19,16,1,0
226,12,11,9,1
1459,12,51,2,1
345,15,15,3,1
960,8,16,3,1
856,12,20,22,0
435,11,21,12,1
1104,8,29,72,0
380,9,13,0,0
821,16,30,30,0
911,19,39,96,0
760,19,6,0,0
1745,18,21,0,1
1200,6,36,1,1
1182,14,56,8,1
493,15,34,10,1
511,8,26,88,0
958,9,187,62,0
576,15,52,64,0
855,14,75,114,0
520,15,26,65,0
672,8,73,10,0
766,17,52,6,1
1258,12,47,0,0
505,12,19,0,1
1250,14,52,28,0
1540,12,39,22,0
959,15,15,11,0
882,15,47,6,0
1259,10,39,72,0
1191,11,19,4,1
141,12,9,1,1
208,10,20,1,1
511,10,30,48,0
497,11,26,8,0
450,11,22,24,0
291,10,7,0,1
533,11,16,9,0
733,13,50,11,1
672,10,73,0,0
1274,14,31,228,0
575,23,19,0,1
538,14,22,14,1
629,15,15,9,1
837,18,43,2,1
524,16,13,2,1
1503,14,41,41,0
612,11,45,7,1
1073,14,35,0,1
1105,14,38,10,0
979,13,49,78,0
1521,15,36,73,0
1146,11,21,55,0
1355,11,27,19,0
1114,15,26,4,1
691,19,16,9,0
1085,7,26,77,0
458,18,11,9,0
631,14,30,9,0
961,17,16,14,1
830,18,20,60,0
924,12,27,19,0
1426,16,65,34,0
1771,7,31,0,1
1051,21,32,5,0
961,13,37,2,0
381,11,14,3,1
321,11,15,27,0
284,10,12,2,0
1259,14,39,13,0
661,10,19,3,1
574,13,24,12,0
754,17,25,0,1
196,11,14,35,0
785,11,30,15,1
338,12,19,9,0
819,14,35,16,0
718,13,19,30,0
718,13,19,11,0
751,10,26,0,1
127,4,7,28,1
154,14,9,2,1
741,8,11,7,1
390,14,27,14,1
325,12,10,0,1
649,14,19,10,1
736,16,21,29,0
338,12,19,14,0
338,17,19,14,0
664,14,15,7,1
670,17,19,10,1
1208,16,29,6,0
1208,16,29,5,1
1114,23,30,13,1
738,16,52,13,0
179,13,6,0,0
1787,12,30,21,1
806,12,27,8,1
282,15,22,4,0
863,13,41,4,1
435,11,21,10,0
398,16,15,8,0
1308,13,30,3,1
738,16,52,0,1
367,15,18,2,0
313,12,16,7,1
1104,17,17,0,1
227,11,12,11,1
304,7,18,4,1
1104,8,29,38,0
182,8,11,0,0
890,18,26,0,1
1787,12,30,12,0
495,9,20,9,0
588,13,39,13,1
1337,12,58,3,1
1540,20,39,46,0
466,14,15,0,0
571,11,31,35,0
1082,25,17,3,0
112,8,8,9,1
872,14,22,32,0
646,15,20,2,1
1062,9,46,4,1
330,9,14,4,0
600,20,9,16,1
830,12,12,48,0
888,14,42,2,1
766,17,52,76,0
380,12,19,1,0
163,13,15,22,0
844,20,40,39,0
1014,10,35,3,0
1243,14,35,5,1
779,17,22,16,0
461,11,15,10,0
1348,12,23,97,0
1628,14,45,2,0
713,13,18,0,1
979,15,49,1,1
429,13,26,11,0
872,13,22,32,1
1207,18,31,19,0
282,10,23,25,0
876,11,39,41,0
367,13,12,2,1
511,10,30,81,0
450,10,22,4,1
745,12,34,9,1
372,11,16,5,1
1306,8,30,28,0
914,15,26,14,0
298,12,21,6,1
229,37,10,0,1
188,17,12,0,1
806,9,27,11,0
229,37,9,21,1
359,12,35,2,1
207,21,10,43,0
812,10,17,1,1
617,7,37,0,1
285,6,31,43,0
956,17,20,7,0
592,13,12,6,1
486,11,14,7,0
369,15,11,9,0
515,12,23,42,0
244,10,9,12,0
382,15,20,22,0
438,12,22,17,0
380,12,19,4,1
1089,13,31,6,1
517,15,14,3,0
619,9,14,0,0
616,15,15,24,0
670,22,19,20,0
1948,14,38,122,0
603,16,22,5,0
418,14,27,62,0
461,8,15,82,0
814,13,41,2,1
438,13,22,6,1
220,37,13,21,0
720,20,12,0,1
911,19,39,95,0
1088,14,32,11,0
977,24,14,43,0
460,9,15,20,0
475,10,8,21,0
533,13,14,7,1
337,16,11,0,1
629,7,25,8,1
371,13,12,5,0
622,15,19,16,0
1442,10,49,21,0
1378,11,74,1,1
627,13,34,14,0
1806,21,127,116,0
365,19,30,33,0
558,12,16,1,1
415,9,27,25,0
1066,9,48,64,0
815,22,34,25,0
1259,9,36,7,1
1504,14,38,37,0
249,12,13,0,1
897,16,17,8,1
244,10,9,7,0
1357,14,53,5,1
112,11,8,17,0
878,12,22,0,1
575,17,19,10,1
1452,9,58,65,0
996,7,24,27,0
790,12,24,0,1
851,7,13,32,0
310,15,39,64,0
553,11,19,0,1
695,9,47,134,0
271,15,28,8,0
655,9,41,9,1
524,10,13,3,0
365,10,5,5,1
431,15,8,2,1
634,13,29,2,1
428,9,13,7,1
1102,10,47,5,1
812,11,24,8,1
1163,13,38,13,0
1233,12,44,7,1
1080,11,41,8,1
534,19,24,50,0
931,10,39,11,1
790,12,24,12,0
229,37,10,22,1
1048,15,21,4,1
999,15,28,5,0
1122,14,18,10,1
1259,14,39,19,1
520,7,13,100,0
1180,18,41,1,1
930,10,35,30,1
578,15,7,3,1
1288,14,28,11,1
217,11,19,24,0
1349,11,42,56,0
1180,19,41,1,1
560,14,22,4,1
658,13,25,27,0
415,9,27,14,0
1068,16,33,27,0
473,12,18,13,1
502,13,41,63,0
1513,15,28,21,0
1118,16,74,176,0
958,10,187,12,0
1250,9,52,98,0
648,9,29,5,1
889,17,29,12,1
995,11,37,6,0
588,13,39,29,0
425,12,21,26,0
1357,10,24,9,1
460,14,14,8,1
506,10,37,17,0
744,13,32,40,0
911,13,30,13,1
617,5,37,0,1
710,10,28,3,0
595,18,12,6,1
141,14,10,7,1
960,11,37,2,1
294,8,10,5,1
532,16,23,12,1
873,9,32,7,0
826,23,36,3,1
502,7,41,3,0
1959,13,39,3,1
710,13,4,2,0
1261,13,44,1,1
1036,6,72,20,0
475,11,24,1,1
1951,12,60,91,0
1737,17,77,4,1
1442,8,49,59,0
909,16,16,4,1
484,8,20,4,1
574,13,24,4,1
382,15,20,17,0
1102,9,43,2,0
672,11,14,0,1
658,18,25,14,1
251,15,14,7,1
497,11,26,5,1
718,16,24,17,0
390,14,27,9,1
890,17,26,75,0
253,12,16,5,1
837,18,43,152,0
532,15,31,5,1
1165,8,44,24,0
829,13,24,80,0
312,15,8,0,1
413,15,16,6,0
349,11,9,7,1
182,13,8,1,1
503,14,18,56,0
812,8,21,0,1
619,10,22,3,1
283,9,19,10,0
1807,16,47,70,0
919,14,29,22,1
156,12,12,17,0
294,21,10,19,1
853,13,20,4,0
783,31,19,21,1
646,13,14,8,1
340,4,15,0,1
383,11,9,4,1
695,6,47,6,1
517,13,17,6,1
1962,16,54,8,1
586,15,20,12,0
327,15,12,6,0
632,10,15,8,0
661,18,19,4,1
952,12,20,96,0
521,9,28,9,0
1102,10,47,3,0
574,9,26,0,0
914,11,23,120,0
649,31,28,4,0
316,14,17,3,1
448,7,17,9,0
1012,12,27,0,1
1135,16,27,4,0
442,12,18,6,1
1469,12,47,12,1
941,13,29,118,0
800,17,29,76,0
253,12,10,2,0
875,8,21,1,0
462,9,13,9,0
487,11,13,11,1
890,22,19,19,0
1458,18,54,5,0
382,15,20,14,0
587,10,39,67,0
1208,15,29,5,1
968,16,45,20,0
1146,18,21,60,0
1250,9,52,12,1
353,11,23,28,0
1485,12,36,2,0
790,12,24,9,0
828,11,38,1,1
912,16,16,20,1
1208,12,29,6,1
208,11,20,22,0
1303,8,85,25,0
911,15,30,18,0
902,12,29,8,0
664,9,39,76,0
829,16,24,2,0
1472,16,29,84,0
855,16,18,93,0
241,11,11,17,0
735,12,31,60,0
763,12,21,19,0
406,13,36,2,0
365,6,49,2,0
1825,23,63,26,0
737,11,20,2,1
539,8,28,3,1
1209,15,23,7,1
492,11,19,41,0
244,9,11,5,1
638,11,51,53,0
1402,13,20,98,0
970,16,26,10,0
661,8,19,1,1
1219,15,30,0,0
537,13,10,17,0
345,18,21,7,0
602,21,28,89,0
642,20,31,17,0
449,9,25,14,0
365,9,49,3,0
1287,10,24,9,0
819,10,50,94,0
1503,10,41,0,0
815,17,19,40,0
427,11,22,4,1
910,7,26,10,1
433,14,22,20,0
298,17,21,1,0
1647,16,51,136,0
938,7,35,3,0
144,12,12,8,1
967,9,23,10,1
415,10,27,16,0
325,12,10,10,1
419,12,19,10,0
1191,11,19,5,1
314,13,18,7,0
864,14,22,1,1
298,17,21,7,0
232,37,11,21,0
412,16,11,18,0
333,9,17,55,0
271,8,9,14,0
723,11,17,2,1
325,12,10,6,1
470,10,18,0,1
1416,22,41,65,0
1089,15,31,6,1
1426,17,65,34,0
1189,10,31,5,1
890,17,26,0,1
350,11,12,10,1
855,12,75,3,0
206,11,23,30,0
359,10,35,67,0
560,15,27,36,0
249,12,13,10,0
630,12,7,9,1
981,15,31,2,1
461,8,15,87,0
1227,22,24,9,1
440,7,18,11,1
1102,9,43,14,0
1028,15,41,1,1
166,9,8,8,1
783,18,30,38,0
937,18,21,29,0
587,10,22,4,0
1163,22,24,27,0
492,11,19,1,1
1191,17,19,29,0
359,11,20,10,1
412,7,13,11,0
776,14,20,0,1
520,9,26,1,1
401,12,16,5,0
284,10,12,9,1
1036,6,72,22,0
439,9,17,9,0
1771,12,31,0,1
1062,10,46,176,0
512,11,39,9,0
1024,15,28,10,1
558,12,16,25,0
888,14,42,171,0
1349,20,42,11,0
359,12,35,8,1
310,9,39,0,0
520,13,27,14,0
149,14,11,0,0
989,10,24,54,0
310,9,39,19,0
552,18,16,1,1
664,9,39,2,0
989,13,24,20,0
451,9,17,11,0
141,12,9,0,1
815,16,19,3,1
1150,15,30,2,1
463,12,20,4,0
473,13,18,10,0
653,13,22,3,1
304,10,18,11,0
617,12,16,20,0
114,8,13,8,0
298,12,21,5,0
614,13,20,9,0
638,9,51,82,0
1438,10,61,1,1
1104,7,29,35,0
1172,14,31,36,0
632,10,15,115,0
1268,9,31,68,0
842,15,24,41,0
1023,15,31,0,1
1825,15,63,50,0
1105,13,38,162,0
502,12,22,1,1
651,16,28,2,1
1209,15,23,13,1
1740,9,39,16,1
1146,11,21,25,0
1073,17,27,1,1
1029,13,18,3,0
617,7,37,55,0
259,11,17,4,1
332,25,9,18,0
1172,14,31,23,1
941,10,43,7,0
945,7,11,3,1
1959,12,39,5,0
520,15,26,50,0
1097,15,21,9,1
752,14,20,86,0
181,9,10,8,0
1028,8,41,139,0
1347,15,35,17,0
753,10,15,118,0
240,15,10,14,0
279,16,13,9,1
574,17,26,1,1
636,12,45,5,1
983,13,26,0,0
194,11,14,7,0
1288,16,28,171,0
199,23,15,8,0
802,12,25,6,0
1382,17,53,95,0
1043,22,15,32,0
530,13,21,15,1
1089,13,31,2,0
573,15,21,76,0
881,12,24,2,0
651,22,15,0,1
879,9,11,8,1
1233,12,44,5,0
413,15,16,7,1
358,11,13,6,0
1102,10,47,21,0
1218,13,24,9,1
783,19,19,51,0
636,12,45,11,0
654,11,25,5,1
1061,15,27,3,0
890,22,19,23,0
1277,18,38,4,0
1090,28,25,36,0
612,12,45,49,0
1200,12,36,5,1
754,17,25,60,0
340,4,15,6,1
1357,10,24,278,0
301,9,19,18,0
1011,13,19,10,1
567,11,13,6,1
819,18,35,31,0
473,12,18,9,1
761,13,20,3,1
1694,12,52,2,0
497,11,26,9,1
839,20,29,54,0
1574,8,39,3,0
612,12,45,104,0
114,8,13,11,1
612,8,45,28,0
592,10,12,22,1
175,9,15,6,1
232,37,11,21,1
783,31,19,21,1
133,8,12,10,0
838,7,33,10,1
1416,7,40,1,1
506,10,37,18,0
345,18,21,16,0
573,15,21,28,0
323,8,13,9,1
1102,15,35,0,1
1073,17,27,31,0
166,9,8,21,0
1348,15,23,4,1
1277,10,38,0,1
288,9,13,39,0
532,15,31,6,0
286,17,17,34,0
1900,13,76,47,0
1540,20,39,187,0
718,14,26,1,1
365,11,19,1,1
438,10,14,3,1
1104,10,29,13,1
1073,8,26,15,1
1040,15,34,4,1
112,11,8,2,1
617,5,37,69,0
560,14,22,9,1
493,15,34,6,0
574,15,26,1,1
1380,16,38,0,1
884,18,21,119,0
310,9,39,18,0
842,15,24,18,0
442,14,18,20,0
944,6,59,0,0
461,11,15,1,1
197,10,12,8,0
359,10,35,47,0
462,11,23,3,0
259,16,17,10,0
1347,15,35,13,1
619,12,14,10,0
332,17,9,5,0
600,10,9,16,1
241,15,11,8,1
1274,14,16,41,0
458,24,11,9,0
461,12,16,54,0
539,12,28,16,0
1201,11,18,8,1
1548,15,46,3,0
696,9,16,15,0
293,11,11,0,1
655,11,20,5,0
505,8,21,44,0
612,11,45,0,1
861,9,23,84,0
239,37,10,18,0
1717,15,42,18,1
649,20,28,59,0
292,8,13,0,1
1605,11,57,9,0
1373,14,29,9,1
706,14,37,0,0
203,10,15,5,1
861,14,23,9,1
902,12,29,6,0
592,14,12,22,0
1231,19,42,40,0
534,19,24,58,0
362,13,13,1,1
1024,15,28,24,0
1572,20,52,38,0
442,16,17,0,1
505,13,19,0,0
161,13,9,5,1
340,9,30,18,0
1040,12,34,32,0
333,21,17,55,0
923,11,31,72,0
882,14,47,4,0
433,14,22,22,0
1438,11,61,44,0
670,17,19,2,0
901,21,23,9,1
1206,10,62,3,1
881,13,24,19,0
284,16,12,14,1
1206,8,62,80,0
112,11,8,12,1
340,6,30,1,0
427,13,9,15,0
760,14,15,0,1
655,10,20,74,0
1132,13,28,25,0
530,18,16,2,1
221,13,16,19,0
906,10,42,3,1
184,14,20,3,0
310,9,39,6,1
944,9,59,32,0
1109,15,33,13,0
267,8,13,17,0
255,17,30,22,0
1090,29,25,40,0
539,15,22,2,1
253,10,19,23,0
371,13,12,15,1
844,20,40,3,1
365,6,27,63,0
1381,11,31,29,0
1075,9,44,76,0
497,11,23,1,1
282,18,22,29,0
745,10,12,8,0
814,17,29,3,1
1555,7,38,5,1
430,11,32,16,0
1272,20,33,8,0
1200,17,37,10,1
661,8,19,4,1
114,7,13,0,1
156,12,12,8,1
1446,14,33,4,1
524,16,13,9,0
1349,20,42,21,0
1204,14,34,23,0
275,11,10,2,0
820,16,12,3,1
675,9,12,112,0
1647,22,51,3,1
223,10,17,47,0
413,15,16,5,1
407,10,18,1,1
282,18,22,10,1
1347,15,35,43,0
828,10,46,11,0
1250,14,52,7,0
757,17,15,0,1
492,9,22,7,1
752,20,20,24,0
717,12,37,2,0
595,10,22,3,1
252,16,9,1,0
1322,13,59,0,1
502,8,22,1,1
458,16,11,5,1
453,10,11,12,1
1900,13,76,28,0
792,15,18,14,1
286,17,11,8,0
354,12,9,0,1
539,12,28,15,0
359,9,7,0,1
1140,17,33,1,0
609,8,43,0,0
857,17,12,15,0
1036,12,22,13,0
1080,11,41,11,0
587,18,23,6,1
323,14,15,3,1
1201,19,18,0,0
987,14,30,59,0
530,7,22,27,0
495,10,20,9,1
876,15,23,48,0
392,14,18,16,0
586,15,20,10,0
665,13,31,4,1
968,15,45,89,0
272,14,9,3,0
631,9,30,5,1
298,16,21,1,0
407,12,48,6,0
257,15,13,17,0
236,14,15,33,0
902,12,29,1,0
345,17,15,37,0
658,18,25,15,1
462,9,13,5,0
1135,15,27,20,0
585,11,19,9,1
776,15,20,22,0
1483,15,50,13,0
414,9,25,52,0
313,12,16,31,0
414,15,8,76,0
561,10,24,3,1
480,21,10,1,1
910,17,23,3,1
913,24,35,1,1
939,12,13,0,0
349,11,13,2,1
639,17,30,24,0
230,37,10,22,0
1308,13,30,78,0
611,10,20,3,1
317,10,9,19,1
314,17,19,15,0
520,13,27,12,0
1030,15,33,7,0
554,13,20,0,1
271,15,28,0,1
449,12,25,7,0
505,16,21,4,1
889,12,20,194,0
938,7,35,35,0
515,9,23,14,0
502,18,72,41,0
345,10,15,4,1
385,13,20,8,1
638,12,51,11,0
856,10,30,15,0
306,13,14,77,0
996,13,24,12,1
912,11,16,21,0
1628,17,45,7,1
1058,9,40,4,0
422,11,16,8,0
516,15,10,4,1
830,11,20,0,0
1280,8,42,37,0
728,11,27,4,1
527,14,29,1,1
889,18,29,7,1
1261,13,44,19,0
1416,10,40,8,0
748,16,19,5,0
1458,18,54,200,0
733,14,50,50,0
819,14,35,1,0
958,10,187,84,0
346,7,17,2,1
828,18,46,1,1
141,12,9,26,0
492,10,22,0,0
574,15,24,23,0
731,12,26,12,1
728,13,27,14,0
938,10,35,10,1
483,15,13,12,0
1416,17,41,33,0
776,17,20,0,1
279,10,12,15,0
670,13,19,39,0
981,21,31,48,0
612,8,45,29,0
436,12,20,6,1
733,14,50,128,0
524,9,13,9,1
1250,9,52,10,1
1819,13,47,42,0
895,15,18,1,1
470,11,20,35,0
483,14,13,0,1
612,11,22,3,0
407,12,48,2,0
929,12,27,64,0
340,9,30,55,0
457,8,19,2,0
1458,15,54,7,1
1574,8,39,39,0
1129,14,65,0,1
951,13,37,4,0
775,7,26,1,1
786,13,46,11,0
1086,13,20,11,0
786,9,19,2,0
718,17,19,1,1
991,22,14,1,0
584,10,17,2,1
738,16,52,11,0
537,14,10,9,1
458,18,18,15,1
1066,9,48,2,1
1047,9,34,11,0
146,12,10,2,0
1062,10,46,15,0
1745,11,21,1,0
503,10,15,7,1
752,17,29,18,0
788,14,32,4,1
844,19,40,27,0
736,17,21,29,0
634,13,29,33,0
259,11,18,3,1
230,37,10,22,1
345,18,21,8,0
1207,13,31,22,0
516,13,10,4,1
902,14,29,42,0
351,15,13,4,1
806,7,27,1,0
449,12,25,1,0
504,14,11,0,1
1092,8,33,11,0
499,11,15,5,0
944,9,59,29,0
337,19,11,0,1
250,7,10,4,1
348,9,22,0,1
1337,12,58,1,1
588,13,39,15,0
760,15,15,0,0
259,16,17,6,0
1129,14,65,2,0
664,15,15,4,1
1548,17,46,9,1
208,10,20,3,0
1459,12,51,2,0
720,23,12,25,0
1382,17,53,186,0
914,6,23,6,0
1208,15,29,16,0
503,14,18,5,1
887,10,23,0,1
293,9,11,43,0
765,10,32,3,0
1250,10,45,7,1
517,16,19,6,1
622,8,26,13,1
439,13,17,3,1
296,8,22,5,1
270,9,10,3,0
530,14,21,5,1
344,10,14,1,0
609,10,43,0,1
468,16,15,4,1
575,18,20,7,1
664,9,39,0,0
1181,16,24,7,1
1072,8,68,3,1
551,13,23,7,0
1504,13,38,6,0
829,13,24,81,0
897,7,17,1,0
495,14,20,3,1
960,12,16,3,1
890,24,19,8,1
986,20,18,4,0
461,11,15,17,0
438,12,22,18,0
650,18,29,5,0
382,14,14,28,0
1587,14,48,12,1
560,14,22,68,0
149,14,11,1,1
779,13,22,20,0
1244,12,37,0,1
378,14,12,2,1
504,14,19,5,0
98,11,5,15,1
418,14,27,26,0
1025,11,25,4,1
1438,17,61,35,0
338,17,19,7,0
612,14,12,8,0
618,12,11,4,0
283,16,14,18,0
1247,14,31,117,0
844,11,20,1,1
715,15,22,6,0
502,13,41,57,0
996,13,24,24,0
1026,16,39,0,1
353,9,23,16,0
714,11,31,22,0
570,19,11,0,1
1165,8,44,0,0
604,14,15,2,1
473,13,18,8,0
748,10,19,12,0
594,14,15,65,0
941,10,43,15,1
503,11,19,8,1
638,15,51,6,1
651,8,28,2,1
1308,13,30,4,0
1485,15,36,10,1
1068,10,33,12,1
717,14,37,2,1
815,14,34,10,0
661,9,19,2,0
829,16,19,36,0
448,10,17,3,1
560,9,27,0,0
876,15,23,72,0
578,10,7,3,1
1163,16,24,36,0
385,13,20,43,0
1169,23,18,25,0
307,14,9,4,1
1444,14,17,2,0
279,10,12,19,0
406,15,9,13,0
954,15,12,1,1
663,19,16,68,0
505,16,21,3,1
172,10,9,0,1
893,11,24,17,0
1989,17,31,7,1
924,23,26,6,1
924,15,26,6,1
370,17,11,17,0
923,11,31,83,0
416,13,10,13,0
788,19,20,14,0
506,15,13,4,1
346,10,17,0,0
233,9,12,27,0
752,17,29,6,1
378,12,13,8,1
713,13,18,2,0
462,9,13,12,1
1951,9,60,6,1
1572,20,52,11,1
596,13,23,2,0
560,14,22,2,0
828,18,46,29,0
524,10,13,2,1
255,17,30,2,0
211,17,11,0,1
512,15,17,13,0
1066,12,22,4,1
786,16,14,3,1
931,16,39,34,0
1026,16,39,37,0
1132,14,28,210,0
404,17,15,14,1
554,15,20,0,0
737,8,20,7,1
442,14,18,9,1
727,8,22,30,0
1162,12,33,13,0
282,8,23,0,0
240,15,10,15,0
1424,14,43,5,0
1764,12,47,5,1
760,11,6,2,1
1951,16,60,107,0
207,21,10,42,0
819,14,35,2,1
330,13,14,4,0
1483,18,65,42,0
1320,11,31,246,0
715,15,22,2,0
1092,8,33,16,0
1227,24,24,12,0
1569,12,26,2,1
649,6,19,10,1
1166,14,16,8,1
1638,10,38,70,0
1586,12,43,17,0
946,8,21,2,1
1250,14,52,1,0
654,16,25,4,1
311,10,13,10,0
983,17,26,8,1
1251,13,27,0,1
1363,15,53,87,0
944,9,59,1,1
655,13,41,33,0
1098,14,35,44,0
1562,11,42,40,0
430,11,32,12,0
872,14,22,54,0
1322,18,42,0,0
551,13,23,36,0
1308,13,30,9,0
738,12,52,9,1
638,15,51,3,1
1132,20,28,28,0
438,12,22,0,0
774,12,23,7,1
739,13,22,4,0
654,11,25,22,1
981,21,31,3,1
733,13,50,9,0
754,12,25,0,1
573,15,21,12,0
560,9,22,19,0
539,15,22,5,1
621,15,24,0,1
815,22,34,15,0
1104,7,29,20,0
863,10,41,135,0
1114,9,26,34,0
1402,14,45,4,1
431,15,8,12,1
445,9,29,2,1
715,8,22,22,0
790,9,24,9,1
705,11,21,22,0
875,17,28,173,0
1483,14,50,11,1
717,14,23,1,1
822,9,28,0,1
872,7,30,4,1
414,7,16,0,1
1373,11,9,266,0
380,14,13,26,0
571,14,11,28,0
1322,17,30,47,0
875,17,28,171,0
592,14,12,27,0
1132,20,28,27,0
1303,11,85,15,0
944,12,59,83,0
576,15,52,17,0
574,12,26,0,1
504,14,11,4,0
1771,12,31,123,0
239,37,10,22,1
490,16,26,26,0
619,11,22,93,0
378,15,13,1,1
272,14,9,27,0
1197,17,46,7,1
1104,14,27,71,0
613,15,12,0,1
1024,22,15,89,0
679,10,17,8,0
238,37,10,27,0
1208,16,29,9,1
1097,16,21,9,1
233,9,12,4,0
1403,15,21,49,0
594,13,13,47,0
537,13,10,0,0
1847,13,40,43,0
442,12,18,2,0
1140,17,24,5,0
1064,20,15,3,1
359,6,11,12,0
517,13,14,3,1
1090,28,25,37,0
492,10,22,81,0
303,14,16,5,0
611,10,19,2,1
284,10,12,8,1
240,37,10,21,0
868,14,29,4,1
629,17,25,8,1
760,11,6,3,1
263,15,13,1,0
587,15,13,4,1
367,16,18,0,1
979,13,49,78,0
365,10,5,0,1
1024,12,15,86,0
896,15,47,9,0
1201,23,10,3,1
702,12,20,1,1
889,12,20,12,0
586,12,20,14,1
664,12,39,10,0
1003,15,12,4,1
1578,15,17,87,0
